DateTimes,ShamsiDateTime,Air Pressure(hPa),Air Temperature(C),rel. Humidity(%),Surface Temperature(C),Wind Direction(D),Wind Speed(m/s)
2025-01-11 02:40:10,1403/10/22 02:40:10,760.2,-2.5,62.0,-6.0,219.0,0.0
2025-01-11 02:30:10,1403/10/22 02:30:10,760.1,-2.5,61.0,-5.8,207.0,0.2
2025-01-11 02:20:10,1403/10/22 02:20:10,760.1,-2.0,60.0,-5.6,229.0,0.1
2025-01-11 02:10:10,1403/10/22 02:10:10,760.1,-2.4,61.0,-5.6,211.0,0.3
2025-01-11 02:00:10,1403/10/22 02:00:10,760.1,-1.7,59.0,-5.3,240.0,0.0
2025-01-11 01:50:10,1403/10/22 01:50:10,760.2,-1.7,61.0,-5.3,246.0,0.1
2025-01-11 01:40:10,1403/10/22 01:40:10,760.1,-1.9,63.0,-5.2,236.0,0.0
2025-01-11 01:30:10,1403/10/22 01:30:10,760.1,-2.6,65.0,-5.2,218.0,0.2
2025-01-11 01:20:10,1403/10/22 01:20:10,760.2,-2.3,64.0,-4.9,215.0,0.3
2025-01-11 01:10:10,1403/10/22 01:10:10,760.2,-1.9,63.0,-4.6,241.0,0.1
2025-01-11 01:00:10,1403/10/22 01:00:10,760.2,-1.9,65.0,-4.6,223.0,0.4
2025-01-11 00:50:10,1403/10/22 00:50:10,760.3,-2.2,68.0,-4.6,221.0,0.2
2025-01-11 00:40:10,1403/10/22 00:40:10,760.4,-2.5,68.0,-4.5,200.0,0.9
2025-01-11 00:30:10,1403/10/22 00:30:10,760.4,-2.3,71.0,-4.7,196.0,1.2
2025-01-11 00:20:10,1403/10/22 00:20:10,760.4,-2.8,71.0,-4.7,192.0,0.8
2025-01-11 00:10:10,1403/10/22 00:10:10,760.4,-1.9,68.0,-4.5,204.0,0.4
2025-01-11 00:00:10,1403/10/22 00:00:10,760.5,-2.1,72.0,-4.6,232.0,0.4
2025-01-10 23:50:10,1403/10/21 23:50:10,760.6,-2.6,70.0,-4.6,191.0,1.1
2025-01-10 23:40:10,1403/10/21 23:40:10,760.7,-1.5,67.0,-4.9,224.0,0.3
2025-01-10 23:30:10,1403/10/21 23:30:10,760.8,-1.9,70.0,-5.2,236.0,0.2
2025-01-10 23:20:10,1403/10/21 23:20:10,760.8,-1.6,68.0,-5.3,241.0,0.1
2025-01-10 23:10:10,1403/10/21 23:10:10,760.9,-1.7,69.0,-5.5,241.0,0.1
2025-01-10 23:00:10,1403/10/21 23:00:10,761.0,-1.8,71.0,-5.1,216.0,0.0
2025-01-10 22:50:10,1403/10/21 22:50:10,761.0,-2.0,71.0,-4.8,214.0,0.1
2025-01-10 22:40:10,1403/10/21 22:40:10,761.0,-2.2,72.0,-4.5,210.0,0.0
2025-01-10 22:30:10,1403/10/21 22:30:10,761.0,-2.0,72.0,-4.5,208.0,0.7
2025-01-10 22:20:10,1403/10/21 22:20:10,761.1,-2.1,72.0,-4.5,191.0,0.6
2025-01-10 22:10:10,1403/10/21 22:10:10,761.2,-2.3,75.0,-4.4,202.0,0.1
2025-01-10 22:00:10,1403/10/21 22:00:10,761.2,-2.2,76.0,-4.3,208.0,0.2
2025-01-10 21:50:10,1403/10/21 21:50:10,761.2,-2.6,82.0,-4.2,213.0,0.6
2025-01-10 21:40:10,1403/10/21 21:40:10,761.2,-2.4,79.0,-4.0,206.0,0.9
2025-01-10 21:30:10,1403/10/21 21:30:10,761.2,-2.1,79.0,-3.8,212.0,0.3
2025-01-10 21:20:10,1403/10/21 21:20:10,761.2,-1.7,76.0,-3.7,208.0,0.3
2025-01-10 21:10:10,1403/10/21 21:10:10,761.3,-1.6,79.0,-3.9,204.0,1.1
2025-01-10 21:00:10,1403/10/21 21:00:10,761.3,-2.1,79.0,-4.1,196.0,2.3
2025-01-10 20:50:10,1403/10/21 20:50:10,761.4,-1.9,77.0,-4.2,200.0,1.9
2025-01-10 20:40:10,1403/10/21 20:40:10,761.5,-1.9,78.0,-4.3,199.0,1.5
2025-01-10 20:30:10,1403/10/21 20:30:10,761.6,-2.2,77.0,-4.1,202.0,1.2
2025-01-10 20:20:10,1403/10/21 20:20:10,761.6,-1.6,72.0,-3.8,199.0,1.2
2025-01-10 20:10:10,1403/10/21 20:10:10,761.6,-1.5,73.0,-3.7,200.0,1.5
2025-01-10 20:00:10,1403/10/21 20:00:10,761.7,-1.4,74.0,-3.8,195.0,1.9
2025-01-10 19:50:10,1403/10/21 19:50:10,761.7,-1.7,76.0,-3.8,190.0,1.8
2025-01-10 19:40:10,1403/10/21 19:40:10,761.8,-1.7,76.0,-3.8,192.0,1.7
2025-01-10 19:30:10,1403/10/21 19:30:10,761.9,-1.7,77.0,-3.9,191.0,1.6
2025-01-10 19:20:10,1403/10/21 19:20:10,761.9,-1.8,78.0,-3.8,188.0,1.3
2025-01-10 19:10:10,1403/10/21 19:10:10,761.9,-1.8,77.0,-3.7,187.0,1.0
2025-01-10 19:00:10,1403/10/21 19:00:10,761.9,-1.6,75.0,-3.7,188.0,1.3
2025-01-10 18:50:10,1403/10/21 18:50:10,761.9,-1.6,75.0,-3.7,189.0,1.1
2025-01-10 18:40:10,1403/10/21 18:40:10,761.9,-1.6,75.0,-3.5,187.0,1.3
2025-01-10 18:30:10,1403/10/21 18:30:10,761.9,-1.6,75.0,-3.4,184.0,1.8
2025-01-10 18:20:10,1403/10/21 18:20:10,761.9,-1.3,71.0,-3.3,184.0,1.7
2025-01-10 18:10:10,1403/10/21 18:10:10,761.9,-0.6,69.0,-3.2,226.0,0.3
2025-01-10 18:00:10,1403/10/21 18:00:10,761.9,-0.8,70.0,-3.3,224.0,0.5
2025-01-10 17:50:10,1403/10/21 17:50:10,761.8,-0.6,68.0,-3.1,218.0,0.2
2025-01-10 17:40:10,1403/10/21 17:40:10,761.8,-0.5,67.0,-3.0,251.0,0.1
2025-01-10 17:30:10,1403/10/21 17:30:10,761.8,-0.5,67.0,-3.0,253.0,0.2
2025-01-10 17:20:10,1403/10/21 17:20:10,761.8,-0.3,66.0,-2.9,255.0,0.3
2025-01-10 17:10:10,1403/10/21 17:10:10,761.8,-0.2,65.0,-2.9,252.0,0.6
2025-01-10 17:00:10,1403/10/21 17:00:10,761.8,-0.3,67.0,-3.0,257.0,1.0
2025-01-10 16:50:10,1403/10/21 16:50:10,761.9,-0.6,67.0,-3.2,254.0,0.4
2025-01-10 16:40:10,1403/10/21 16:40:10,761.9,-0.5,66.0,-3.3,250.0,0.3
2025-01-10 16:30:11,1403/10/21 16:30:11,761.8,-0.2,65.0,-3.2,252.0,0.3
2025-01-10 16:20:11,1403/10/21 16:20:11,761.8,-0.2,66.0,-3.1,249.0,0.0
2025-01-10 16:10:11,1403/10/21 16:10:11,761.8,-0.4,70.0,-3.3,229.0,0.3
2025-01-10 16:00:11,1403/10/21 16:00:11,761.8,-0.7,70.0,-3.5,195.0,1.0
2025-01-10 15:50:11,1403/10/21 15:50:11,761.8,-0.5,68.0,-3.6,201.0,0.6
2025-01-10 15:40:11,1403/10/21 15:40:11,761.8,-0.2,68.0,-3.6,214.0,0.0
2025-01-10 15:30:11,1403/10/21 15:30:11,761.7,-0.1,73.0,-3.4,243.0,0.0
2025-01-10 15:20:11,1403/10/21 15:20:11,761.7,0.0,72.0,-3.2,247.0,0.3
2025-01-10 15:10:10,1403/10/21 15:10:10,761.7,-0.1,73.0,-3.0,244.0,0.4
2025-01-10 15:00:10,1403/10/21 15:00:10,761.6,0.2,71.0,-2.6,247.0,0.0
2025-01-10 14:50:10,1403/10/21 14:50:10,761.6,0.4,70.0,-2.3,260.0,0.2
2025-01-10 14:40:10,1403/10/21 14:40:10,761.5,0.4,70.0,-2.1,260.0,1.0
2025-01-10 14:30:10,1403/10/21 14:30:10,761.4,0.6,68.0,-1.9,258.0,0.8
2025-01-10 14:20:10,1403/10/21 14:20:10,761.4,0.7,68.0,-1.7,249.0,0.6
2025-01-10 14:10:10,1403/10/21 14:10:10,761.4,0.6,69.0,-1.3,238.0,1.0
2025-01-10 14:00:10,1403/10/21 14:00:10,761.3,0.8,67.0,-0.9,247.0,1.7
2025-01-10 13:50:10,1403/10/21 13:50:10,761.3,1.2,65.0,-0.3,240.0,2.1
2025-01-10 13:40:10,1403/10/21 13:40:10,761.3,1.6,63.0,0.4,236.0,2.2
2025-01-10 13:30:10,1403/10/21 13:30:10,761.3,1.9,61.0,1.2,236.0,2.4
2025-01-10 13:20:10,1403/10/21 13:20:10,761.2,2.2,60.0,1.9,236.0,2.7
2025-01-10 13:10:10,1403/10/21 13:10:10,761.2,2.5,58.0,2.4,234.0,3.0
2025-01-10 13:00:10,1403/10/21 13:00:10,761.2,2.9,56.0,2.9,229.0,2.6
2025-01-10 12:50:10,1403/10/21 12:50:10,761.2,3.4,54.0,3.3,227.0,2.5
2025-01-10 12:40:10,1403/10/21 12:40:10,761.2,3.7,53.0,3.7,227.0,2.6
2025-01-10 12:30:10,1403/10/21 12:30:10,761.2,3.8,53.0,4.0,231.0,3.2
2025-01-10 12:20:10,1403/10/21 12:20:10,761.1,4.1,51.0,4.3,232.0,3.2
2025-01-10 12:10:10,1403/10/21 12:10:10,761.2,4.1,49.0,4.8,221.0,3.3
2025-01-10 12:00:10,1403/10/21 12:00:10,761.1,4.6,45.0,5.3,221.0,2.5
2025-01-10 11:50:10,1403/10/21 11:50:10,761.1,4.7,44.0,5.6,216.0,2.3
2025-01-10 11:40:10,1403/10/21 11:40:10,761.2,5.0,44.0,5.7,228.0,1.8
2025-01-10 11:30:10,1403/10/21 11:30:10,761.2,4.9,45.0,5.6,235.0,2.3
2025-01-10 11:20:10,1403/10/21 11:20:10,761.2,4.9,45.0,5.7,225.0,2.2
2025-01-10 11:10:10,1403/10/21 11:10:10,761.2,4.7,46.0,5.7,242.0,2.4
2025-01-10 11:00:10,1403/10/21 11:00:10,761.2,4.9,46.0,5.8,228.0,2.8
2025-01-10 10:50:10,1403/10/21 10:50:10,761.3,5.0,45.0,5.8,230.0,2.6
2025-01-10 10:40:10,1403/10/21 10:40:10,761.3,4.8,45.0,5.7,229.0,2.7
2025-01-10 10:30:10,1403/10/21 10:30:10,761.3,4.7,44.0,5.9,216.0,2.8
2025-01-10 10:20:10,1403/10/21 10:20:10,761.3,5.1,43.0,6.1,224.0,2.3
2025-01-10 10:10:10,1403/10/21 10:10:10,761.4,5.0,43.0,6.0,227.0,2.3
2025-01-10 10:00:10,1403/10/21 10:00:10,761.5,5.0,43.0,5.9,218.0,2.2
2025-01-10 09:50:10,1403/10/21 09:50:10,761.6,4.8,44.0,6.0,224.0,2.2
2025-01-10 09:40:10,1403/10/21 09:40:10,761.7,4.7,44.0,6.3,221.0,2.7
2025-01-10 09:30:10,1403/10/21 09:30:10,761.7,5.0,44.0,6.7,230.0,2.7
2025-01-10 09:20:10,1403/10/21 09:20:10,761.8,5.2,43.0,6.9,223.0,1.9
2025-01-10 09:10:10,1403/10/21 09:10:10,761.9,5.4,43.0,7.0,222.0,1.4
2025-01-10 09:00:10,1403/10/21 09:00:10,761.9,5.0,44.0,6.7,224.0,1.3
2025-01-10 08:50:10,1403/10/21 08:50:10,762.0,4.9,45.0,6.5,227.0,1.5
2025-01-10 08:40:10,1403/10/21 08:40:10,762.2,4.8,46.0,6.3,225.0,1.9
2025-01-10 08:30:10,1403/10/21 08:30:10,762.3,4.6,47.0,6.2,224.0,1.6
2025-01-10 08:20:10,1403/10/21 08:20:10,762.4,4.5,47.0,6.0,230.0,2.0
2025-01-10 08:10:10,1403/10/21 08:10:10,762.4,4.3,46.0,5.9,219.0,2.2
2025-01-10 08:00:10,1403/10/21 08:00:10,762.5,4.4,46.0,6.0,225.0,2.2
2025-01-10 07:50:10,1403/10/21 07:50:10,762.6,4.4,45.0,6.1,222.0,2.2
2025-01-10 07:40:10,1403/10/21 07:40:10,762.7,4.8,44.0,6.1,228.0,1.5
2025-01-10 07:30:10,1403/10/21 07:30:10,762.8,4.7,42.0,5.9,227.0,1.2
2025-01-10 07:20:10,1403/10/21 07:20:10,762.8,4.7,42.0,5.8,231.0,1.5
2025-01-10 07:10:10,1403/10/21 07:10:10,762.8,5.1,40.0,5.7,225.0,1.0
2025-01-10 07:00:10,1403/10/21 07:00:10,762.9,5.2,39.0,5.2,215.0,0.2
2025-01-10 06:50:10,1403/10/21 06:50:10,762.9,4.6,37.0,4.7,202.0,0.3
2025-01-10 06:40:10,1403/10/21 06:40:10,762.9,4.3,36.0,4.2,213.0,0.5
2025-01-10 06:30:10,1403/10/21 06:30:10,762.9,4.1,37.0,3.8,217.0,0.9
2025-01-10 06:20:10,1403/10/21 06:20:10,762.9,4.0,38.0,3.3,221.0,1.2
2025-01-10 06:10:10,1403/10/21 06:10:10,762.8,4.2,38.0,2.9,226.0,0.7
2025-01-10 06:00:10,1403/10/21 06:00:10,762.8,5.6,36.0,2.6,232.0,0.1
2025-01-10 05:50:10,1403/10/21 05:50:10,762.7,5.3,37.0,1.9,233.0,0.0
2025-01-10 05:40:10,1403/10/21 05:40:10,762.7,4.1,41.0,1.2,231.0,0.0
2025-01-10 05:30:10,1403/10/21 05:30:10,762.6,3.4,42.0,0.7,241.0,0.0
2025-01-10 05:20:10,1403/10/21 05:20:10,762.5,2.2,45.0,-0.1,249.0,0.0
2025-01-10 05:10:10,1403/10/21 05:10:10,762.4,1.1,48.0,-1.1,247.0,0.1
2025-01-10 05:00:11,1403/10/21 05:00:11,762.3,0.4,49.0,-2.2,238.0,0.3
2025-01-10 04:50:11,1403/10/21 04:50:11,762.2,0.0,51.0,-3.1,240.0,0.3
2025-01-10 04:40:11,1403/10/21 04:40:11,762.2,0.4,49.0,-3.6,248.0,0.0
2025-01-10 04:30:11,1403/10/21 04:30:11,762.1,0.4,49.0,-4.2,246.0,0.0
2025-01-10 04:20:11,1403/10/21 04:20:11,762.0,-0.8,55.0,-4.9,236.0,0.1
2025-01-10 04:10:11,1403/10/21 04:10:11,761.9,-2.0,58.0,-5.4,192.0,1.1
2025-01-10 04:00:11,1403/10/21 04:00:11,761.8,-2.4,58.0,-5.6,190.0,1.7
2025-01-10 03:50:11,1403/10/21 03:50:11,761.8,-2.1,56.0,-5.8,188.0,1.4
2025-01-10 03:40:10,1403/10/21 03:40:10,761.8,-1.2,53.0,-6.1,204.0,0.8
2025-01-10 03:30:10,1403/10/21 03:30:10,761.7,-1.6,54.0,-6.0,215.0,0.2
2025-01-10 03:20:10,1403/10/21 03:20:10,761.6,-1.3,53.0,-5.5,225.0,0.0
2025-01-10 03:10:10,1403/10/21 03:10:10,761.6,-1.2,54.0,-5.1,254.0,0.0
2025-01-10 03:00:10,1403/10/21 03:00:10,761.6,-1.4,54.0,-5.5,214.0,0.6
2025-01-10 02:50:10,1403/10/21 02:50:10,761.5,-1.4,54.0,-5.5,227.0,0.3
2025-01-10 02:40:10,1403/10/21 02:40:10,761.5,-1.2,55.0,-5.7,240.0,0.2
2025-01-10 02:30:10,1403/10/21 02:30:10,761.5,-1.5,55.0,-5.6,240.0,0.0
2025-01-10 02:20:10,1403/10/21 02:20:10,761.4,-1.7,56.0,-5.7,209.0,0.2
2025-01-10 02:10:10,1403/10/21 02:10:10,761.4,-1.5,55.0,-5.8,206.0,0.3
2025-01-10 02:00:10,1403/10/21 02:00:10,761.4,-1.2,55.0,-5.9,216.0,0.3
2025-01-10 01:50:10,1403/10/21 01:50:10,761.3,-1.5,57.0,-5.7,229.0,0.0
2025-01-10 01:40:10,1403/10/21 01:40:10,761.3,-1.4,57.0,-5.1,228.0,0.0
2025-01-10 01:30:10,1403/10/21 01:30:10,761.3,-1.6,59.0,-5.0,210.0,0.2
2025-01-10 01:20:10,1403/10/21 01:20:10,761.3,-2.6,62.0,-5.1,190.0,1.4
2025-01-10 01:10:10,1403/10/21 01:10:10,761.4,-2.4,62.0,-5.2,190.0,1.0
2025-01-10 01:00:10,1403/10/21 01:00:10,761.4,-2.4,63.0,-5.4,197.0,0.4
2025-01-10 00:50:10,1403/10/21 00:50:10,761.4,-2.0,60.0,-5.8,194.0,1.5
2025-01-10 00:40:10,1403/10/21 00:40:10,761.4,-1.2,59.0,-5.7,222.0,0.2
2025-01-10 00:30:10,1403/10/21 00:30:10,761.4,-1.5,59.0,-5.2,241.0,0.1
2025-01-10 00:20:10,1403/10/21 00:20:10,761.4,-1.1,57.0,-4.7,258.0,0.0
2025-01-10 00:10:10,1403/10/21 00:10:10,761.4,-0.9,57.0,-4.5,230.0,0.2
2025-01-10 00:00:10,1403/10/21 00:00:10,761.4,-0.8,57.0,-4.5,218.0,0.2
2025-01-09 23:50:10,1403/10/20 23:50:10,761.4,-1.2,59.0,-4.5,234.0,0.1
2025-01-09 23:40:10,1403/10/20 23:40:10,761.4,-1.3,59.0,-4.3,247.0,0.3
2025-01-09 23:30:10,1403/10/20 23:30:10,761.4,-1.1,59.0,-4.2,249.0,0.4
2025-01-09 23:20:10,1403/10/20 23:20:10,761.5,-1.3,60.0,-4.3,254.0,0.7
2025-01-09 23:10:10,1403/10/20 23:10:10,761.5,-1.3,60.0,-4.2,251.0,0.5
2025-01-09 23:00:10,1403/10/20 23:00:10,761.5,-1.4,61.0,-4.3,249.0,0.3
2025-01-09 22:50:10,1403/10/20 22:50:10,761.5,-1.5,62.0,-4.2,247.0,0.3
2025-01-09 22:40:10,1403/10/20 22:40:10,761.5,-1.7,61.0,-4.2,224.0,0.7
2025-01-09 22:30:10,1403/10/20 22:30:10,761.5,-1.7,61.0,-4.3,227.0,0.6
2025-01-09 22:20:10,1403/10/20 22:20:10,761.5,-1.6,61.0,-4.3,241.0,0.1
2025-01-09 22:10:10,1403/10/20 22:10:10,761.5,-1.1,61.0,-4.2,245.0,0.1
2025-01-09 22:00:10,1403/10/20 22:00:10,761.4,-2.2,66.0,-4.5,217.0,1.1
2025-01-09 21:50:10,1403/10/20 21:50:10,761.4,-2.5,65.0,-4.6,193.0,0.8
2025-01-09 21:40:10,1403/10/20 21:40:10,761.4,-2.2,64.0,-4.7,190.0,1.7
2025-01-09 21:30:10,1403/10/20 21:30:10,761.5,-2.1,64.0,-4.6,193.0,1.3
2025-01-09 21:20:10,1403/10/20 21:20:10,761.5,-2.0,66.0,-4.6,205.0,0.8
2025-01-09 21:10:10,1403/10/20 21:10:10,761.5,-2.5,72.0,-4.7,196.0,1.0
2025-01-09 21:00:10,1403/10/20 21:00:10,761.5,-3.1,76.0,-4.7,190.0,1.0
2025-01-09 20:50:10,1403/10/20 20:50:10,761.6,-3.1,72.0,-4.8,200.0,0.1
2025-01-09 20:40:10,1403/10/20 20:40:10,761.6,-1.5,67.0,-4.6,225.0,0.0
2025-01-09 20:30:10,1403/10/20 20:30:10,761.6,-1.3,67.0,-4.3,244.0,0.1
2025-01-09 20:20:10,1403/10/20 20:20:10,761.7,-1.3,67.0,-4.2,248.0,0.4
2025-01-09 20:10:10,1403/10/20 20:10:10,761.7,-1.5,72.0,-4.2,235.0,0.1
2025-01-09 20:00:10,1403/10/20 20:00:10,761.8,-2.2,71.0,-4.2,192.0,0.4
2025-01-09 19:50:10,1403/10/20 19:50:10,761.8,-1.5,70.0,-4.1,224.0,0.1
2025-01-09 19:40:10,1403/10/20 19:40:10,761.9,-1.6,69.0,-3.9,219.0,0.2
2025-01-09 19:30:10,1403/10/20 19:30:10,761.9,-1.2,69.0,-3.7,233.0,0.1
2025-01-09 19:20:10,1403/10/20 19:20:10,761.9,-1.0,70.0,-3.7,246.0,0.4
2025-01-09 19:10:10,1403/10/20 19:10:10,761.8,-1.2,73.0,-3.7,261.0,0.5
2025-01-09 19:00:10,1403/10/20 19:00:10,761.8,-1.3,71.0,-3.6,256.0,0.8
2025-01-09 18:50:10,1403/10/20 18:50:10,761.9,-1.2,69.0,-3.3,251.0,0.4
2025-01-09 18:40:10,1403/10/20 18:40:10,761.9,-0.7,69.0,-3.3,252.0,0.1
2025-01-09 18:30:10,1403/10/20 18:30:10,761.9,-1.0,73.0,-3.6,238.0,0.6
2025-01-09 18:20:10,1403/10/20 18:20:10,761.9,-0.8,70.0,-3.7,246.0,0.1
2025-01-09 18:10:10,1403/10/20 18:10:10,761.8,-1.1,70.0,-3.7,246.0,0.2
2025-01-09 18:00:10,1403/10/20 18:00:10,761.8,-1.2,72.0,-3.7,249.0,0.1
2025-01-09 17:50:10,1403/10/20 17:50:10,761.8,-1.0,73.0,-3.7,251.0,0.3
2025-01-09 17:40:10,1403/10/20 17:40:10,761.8,-1.0,77.0,-3.5,256.0,0.2
2025-01-09 17:30:11,1403/10/20 17:30:11,761.7,-1.2,76.0,-3.4,248.0,0.3
2025-01-09 17:20:11,1403/10/20 17:20:11,761.7,-1.5,82.0,-3.5,242.0,0.4
2025-01-09 17:10:11,1403/10/20 17:10:11,761.7,-1.9,91.0,-3.5,231.0,0.3
2025-01-09 17:00:11,1403/10/20 17:00:11,761.7,-2.2,88.0,-3.5,195.0,0.5
2025-01-09 16:50:11,1403/10/20 16:50:11,761.6,-1.3,80.0,-3.3,198.0,0.2
2025-01-09 16:40:11,1403/10/20 16:40:11,761.5,-1.8,89.0,-3.3,212.0,0.2
2025-01-09 16:30:11,1403/10/20 16:30:11,761.5,-2.2,85.0,-3.1,204.0,0.7
2025-01-09 16:20:11,1403/10/20 16:20:11,761.5,-2.1,85.0,-2.9,203.0,0.5
2025-01-09 16:10:10,1403/10/20 16:10:10,761.4,-1.4,84.0,-2.8,220.0,0.8
2025-01-09 16:00:10,1403/10/20 16:00:10,761.4,-1.3,84.0,-2.8,247.0,1.2
2025-01-09 15:50:10,1403/10/20 15:50:10,761.3,-0.9,83.0,-2.6,255.0,0.9
2025-01-09 15:40:10,1403/10/20 15:40:10,761.3,-1.0,87.0,-2.7,245.0,1.8
2025-01-09 15:30:10,1403/10/20 15:30:10,761.3,-1.1,85.0,-2.6,256.0,0.5
2025-01-09 15:20:10,1403/10/20 15:20:10,761.3,-0.6,84.0,-2.5,259.0,0.1
2025-01-09 15:10:10,1403/10/20 15:10:10,761.3,-0.5,84.0,-2.6,243.0,0.2
2025-01-09 15:00:10,1403/10/20 15:00:10,761.2,-0.5,85.0,-2.8,243.0,0.1
2025-01-09 14:50:10,1403/10/20 14:50:10,761.2,-0.8,88.0,-3.0,257.0,0.1
2025-01-09 14:40:10,1403/10/20 14:40:10,761.2,-1.4,88.0,-3.0,244.0,0.2
2025-01-09 14:30:10,1403/10/20 14:30:10,761.1,-0.9,89.0,-2.8,247.0,0.1
2025-01-09 14:20:10,1403/10/20 14:20:10,761.1,-1.2,84.0,-2.7,211.0,0.0
2025-01-09 14:10:10,1403/10/20 14:10:10,761.1,-0.5,81.0,-2.2,234.0,0.0
2025-01-09 14:00:10,1403/10/20 14:00:10,761.0,-0.1,79.0,-1.6,240.0,0.1
2025-01-09 13:50:10,1403/10/20 13:50:10,761.0,-0.1,79.0,-1.1,253.0,1.1
2025-01-09 13:40:10,1403/10/20 13:40:10,761.0,0.2,77.0,-0.5,242.0,2.1
2025-01-09 13:30:10,1403/10/20 13:30:10,760.9,0.6,74.0,0.2,241.0,2.0
2025-01-09 13:20:10,1403/10/20 13:20:10,760.8,1.0,70.0,0.9,244.0,1.5
2025-01-09 13:10:10,1403/10/20 13:10:10,760.8,1.4,68.0,1.4,247.0,0.7
2025-01-09 13:00:10,1403/10/20 13:00:10,760.8,1.9,65.0,1.8,242.0,0.9
2025-01-09 12:50:10,1403/10/20 12:50:10,760.8,2.2,64.0,2.0,232.0,1.9
2025-01-09 12:40:10,1403/10/20 12:40:10,760.7,2.2,63.0,2.3,224.0,2.7
2025-01-09 12:30:10,1403/10/20 12:30:10,760.7,2.6,62.0,2.8,230.0,3.0
2025-01-09 12:20:10,1403/10/20 12:20:10,760.6,2.9,60.0,3.1,225.0,2.6
2025-01-09 12:10:10,1403/10/20 12:10:10,760.6,3.1,60.0,3.4,235.0,2.5
2025-01-09 12:00:10,1403/10/20 12:00:10,760.6,3.4,59.0,3.7,233.0,2.5
2025-01-09 11:50:10,1403/10/20 11:50:10,760.5,3.4,59.0,4.0,230.0,2.4
2025-01-09 11:40:10,1403/10/20 11:40:10,760.5,3.7,58.0,4.2,229.0,2.4
2025-01-09 11:30:10,1403/10/20 11:30:10,760.5,3.7,57.0,4.3,226.0,2.1
2025-01-09 11:20:10,1403/10/20 11:20:10,760.5,3.8,57.0,4.6,217.0,2.3
2025-01-09 11:10:10,1403/10/20 11:10:10,760.5,3.9,57.0,4.6,229.0,1.6
2025-01-09 11:00:10,1403/10/20 11:00:10,760.5,3.9,57.0,4.5,221.0,1.9
2025-01-09 10:50:10,1403/10/20 10:50:10,760.5,3.6,58.0,4.5,210.0,1.6
2025-01-09 10:40:10,1403/10/20 10:40:10,760.6,3.7,57.0,4.5,217.0,1.7
2025-01-09 10:30:10,1403/10/20 10:30:10,760.6,3.6,59.0,4.5,225.0,2.1
2025-01-09 10:20:10,1403/10/20 10:20:10,760.6,3.6,59.0,4.5,234.0,2.3
2025-01-09 10:10:10,1403/10/20 10:10:10,760.6,3.6,59.0,4.5,222.0,2.1
2025-01-09 10:00:10,1403/10/20 10:00:10,760.7,3.3,59.0,4.8,216.0,2.1
2025-01-09 09:50:10,1403/10/20 09:50:10,760.7,4.0,56.0,5.3,222.0,1.8
2025-01-09 09:40:10,1403/10/20 09:40:10,760.8,3.9,57.0,5.4,228.0,1.2
2025-01-09 09:30:10,1403/10/20 09:30:10,760.9,3.8,57.0,5.3,231.0,0.9
2025-01-09 09:20:10,1403/10/20 09:20:10,761.0,3.6,58.0,5.2,233.0,1.8
2025-01-09 09:10:10,1403/10/20 09:10:10,761.1,3.7,58.0,5.2,230.0,1.9
2025-01-09 09:00:10,1403/10/20 09:00:10,761.2,3.3,59.0,5.2,227.0,1.8
2025-01-09 08:50:10,1403/10/20 08:50:10,761.3,3.3,58.0,5.3,225.0,1.9
2025-01-09 08:40:10,1403/10/20 08:40:10,761.4,3.3,58.0,5.6,229.0,2.0
2025-01-09 08:30:10,1403/10/20 08:30:10,761.5,3.3,58.0,5.9,225.0,1.7
2025-01-09 08:20:10,1403/10/20 08:20:10,761.6,3.4,58.0,6.2,238.0,1.4
2025-01-09 08:10:10,1403/10/20 08:10:10,761.7,4.1,53.0,6.2,249.0,0.7
2025-01-09 08:00:10,1403/10/20 08:00:10,761.9,4.5,51.0,6.0,241.0,0.1
2025-01-09 07:50:10,1403/10/20 07:50:10,762.0,3.6,55.0,5.7,243.0,0.0
2025-01-09 07:40:10,1403/10/20 07:40:10,762.1,3.4,55.0,5.4,249.0,0.3
2025-01-09 07:30:10,1403/10/20 07:30:10,762.2,3.4,54.0,5.1,253.0,0.5
2025-01-09 07:20:10,1403/10/20 07:20:10,762.3,3.0,57.0,4.8,249.0,0.2
2025-01-09 07:10:10,1403/10/20 07:10:10,762.3,2.6,58.0,4.6,237.0,1.0
2025-01-09 07:00:10,1403/10/20 07:00:10,762.3,2.6,57.0,4.6,238.0,1.3
2025-01-09 06:50:10,1403/10/20 06:50:10,762.3,4.0,50.0,4.4,251.0,0.4
2025-01-09 06:40:10,1403/10/20 06:40:10,762.3,4.1,50.0,3.9,247.0,0.0
2025-01-09 06:30:10,1403/10/20 06:30:10,762.3,3.3,52.0,3.3,240.0,0.0
2025-01-09 06:20:10,1403/10/20 06:20:10,762.3,2.6,53.0,2.6,251.0,0.3
2025-01-09 06:10:10,1403/10/20 06:10:10,762.3,4.4,47.0,1.9,245.0,0.1
2025-01-09 06:00:11,1403/10/20 06:00:11,762.2,3.6,50.0,1.4,221.0,0.0
2025-01-09 05:50:11,1403/10/20 05:50:11,762.2,3.3,50.0,0.8,236.0,0.1
2025-01-09 05:40:11,1403/10/20 05:40:11,762.1,2.7,54.0,-0.1,242.0,0.7
